id,iso3_state,state,neighbour_iso3,neighbour_name,begin,end,check_length,reasons_scope,category,duration
365,BEL,Belgium,FRA,France,2016-02-23T00:00:00Z,2016-04-22T00:00:00Z,59,Irregular migrants attempting to travel to UK - Border between the Province of West-Vlaanderen and France,migration,2016-02-23 - 2016-04-22
366,FRA,France,BEL,Belgium,2016-05-27T00:00:00Z,2016-07-26T00:00:00Z,60,"EURO 2016, Tour de France All internal borders",sport_event,2016-05-27 - 2016-07-26
367,FRA,France,LUX,Luxembourg,2016-05-27T00:00:00Z,2016-07-26T00:00:00Z,60,"EURO 2016, Tour de France All internal borders",sport_event,2016-05-27 - 2016-07-26
368,FRA,France,CHE,Switzerland,2016-05-27T00:00:00Z,2016-07-26T00:00:00Z,60,"EURO 2016, Tour de France All internal borders",sport_event,2016-05-27 - 2016-07-26
369,FRA,France,ESP,Spain,2016-05-27T00:00:00Z,2016-07-26T00:00:00Z,60,"EURO 2016, Tour de France All internal borders",sport_event,2016-05-27 - 2016-07-26
370,FRA,France,DEU,Germany,2016-05-27T00:00:00Z,2016-07-26T00:00:00Z,60,"EURO 2016, Tour de France All internal borders",sport_event,2016-05-27 - 2016-07-26
371,FRA,France,ITA,Italy,2016-05-27T00:00:00Z,2016-07-26T00:00:00Z,60,"EURO 2016, Tour de France All internal borders",sport_event,2016-05-27 - 2016-07-26
372,DEU,Germany,AUT,Austria,2016-05-12T00:00:00Z,2016-11-12T00:00:00Z,184,"In line with Recommendation of the Council of 12 May 2016 under Art.29 of the SBC, land border with Austria",migration,2016-05-12 - 2016-11-12
373,AUT,Austria,HUN,Hungary,2016-05-16T00:00:00Z,2016-11-12T00:00:00Z,180,"In line with Recommendation of the Council of 12 May 2016 under Art.29 of the SBC, land border with Slovenia and with Hungary",migration,2016-05-16 - 2016-11-12
374,AUT,Austria,SVN,Slovenia,2016-05-16T00:00:00Z,2016-11-12T00:00:00Z,180,"In line with Recommendation of the Council of 12 May 2016 under Art.29 of the SBC, land border with Slovenia and with Hungary",migration,2016-05-16 - 2016-11-12
375,DNK,Denmark,DEU,Germany,2016-06-01T00:00:00Z,2016-11-12T00:00:00Z,164,In line with Recommendation of the Council of 12 May 2016 under Art.29 of the SBC Danish ports with ferry connections to Germany and at the Danish-German land border,migration,2016-06-01 - 2016-11-12
376,SWE,Sweden,DNK,Denmark,2016-06-08T00:00:00Z,2016-11-12T00:00:00Z,157,In line with Recommendation of the Council of 12 May 2016 under Art.29 of the SBC Swedish harbours in the Police Region South and West and at the Öresund bridge,migration,2016-06-08 - 2016-11-12
377,POL,Poland,DEU,Germany,2016-07-04T00:00:00Z,2016-08-02T00:00:00Z,29,"NATO Summit, World Youth Days and visit of Pope All internal borders",pol_event,2016-07-04 - 2016-08-02
378,POL,Poland,CZE,Czechia,2016-07-04T00:00:00Z,2016-08-02T00:00:00Z,29,"NATO Summit, World Youth Days and visit of Pope All internal borders",pol_event,2016-07-04 - 2016-08-02
379,POL,Poland,SVK,Slovakia,2016-07-04T00:00:00Z,2016-08-02T00:00:00Z,29,"NATO Summit, World Youth Days and visit of Pope All internal borders",pol_event,2016-07-04 - 2016-08-02
380,POL,Poland,LTU,Lithuania,2016-07-04T00:00:00Z,2016-08-02T00:00:00Z,29,"NATO Summit, World Youth Days and visit of Pope All internal borders",pol_event,2016-07-04 - 2016-08-02
381,FRA,France,BEL,Belgium,2016-07-26T00:00:00Z,2016-12-31T00:00:00Z,158,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
382,FRA,France,LUX,Luxembourg,2016-07-26T00:00:00Z,2016-12-31T00:00:00Z,158,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
383,FRA,France,CHE,Switzerland,2016-07-26T00:00:00Z,2016-12-31T00:00:00Z,158,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
384,FRA,France,ESP,Spain,2016-07-26T00:00:00Z,2016-12-31T00:00:00Z,158,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
385,FRA,France,DEU,Germany,2016-07-26T00:00:00Z,2016-12-31T00:00:00Z,158,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
386,FRA,France,ITA,Italy,2016-07-26T00:00:00Z,2016-12-31T00:00:00Z,158,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
387,FRA,France,BEL,Belgium,2017-01-01T00:00:00Z,2017-01-26T00:00:00Z,25,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
388,FRA,France,LUX,Luxembourg,2017-01-01T00:00:00Z,2017-01-26T00:00:00Z,25,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
389,FRA,France,CHE,Switzerland,2017-01-01T00:00:00Z,2017-01-26T00:00:00Z,25,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
390,FRA,France,ESP,Spain,2017-01-01T00:00:00Z,2017-01-26T00:00:00Z,25,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
391,FRA,France,DEU,Germany,2017-01-01T00:00:00Z,2017-01-26T00:00:00Z,25,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
392,FRA,France,ITA,Italy,2017-01-01T00:00:00Z,2017-01-26T00:00:00Z,25,In relation to the emergency state as introduced further to the Nice attack All internal borders,terrorism,2016-07-26 - 2017-01-26
393,AUT,Austria,HUN,Hungary,2016-11-12T00:00:00Z,2016-12-31T00:00:00Z,49,"In line with Recommendation of the Council of 11 November 2016, land border with Slovenia and with Hungary",migration,2016-11-12 - 2017-02-12
394,AUT,Austria,SVN,Slovenia,2016-11-12T00:00:00Z,2016-12-31T00:00:00Z,49,"In line with Recommendation of the Council of 11 November 2016, land border with Slovenia and with Hungary",migration,2016-11-12 - 2017-02-12
395,AUT,Austria,HUN,Hungary,2017-01-01T00:00:00Z,2017-02-12T00:00:00Z,42,"In line with Recommendation of the Council of 11 November 2016, land border with Slovenia and with Hungary",migration,2016-11-12 - 2017-02-12
396,AUT,Austria,SVN,Slovenia,2017-01-01T00:00:00Z,2017-02-12T00:00:00Z,42,"In line with Recommendation of the Council of 11 November 2016, land border with Slovenia and with Hungary",migration,2016-11-12 - 2017-02-12
397,DEU,Germany,AUT,Austria,2016-11-12T00:00:00Z,2016-12-31T00:00:00Z,49,"In line with Recommendation of the Council of 11 November 2016, land border with Austria",migration,2016-11-12 - 2017-02-12
398,DEU,Germany,AUT,Austria,2017-01-01T00:00:00Z,2017-02-12T00:00:00Z,42,"In line with Recommendation of the Council of 11 November 2016, land border with Austria",migration,2016-11-12 - 2017-02-12
399,DNK,Denmark,DEU,Germany,2016-11-12T00:00:00Z,2016-12-31T00:00:00Z,49,"In line with Recommendation of the Council of 11 November 2016, Danish ports with ferry connections to Germany and at the Danish-German land border",migration,2016-11-12 - 2017-02-12
400,DNK,Denmark,DEU,Germany,2017-01-01T00:00:00Z,2017-02-12T00:00:00Z,42,"In line with Recommendation of the Council of 11 November 2016, Danish ports with ferry connections to Germany and at the Danish-German land border",migration,2016-11-12 - 2017-02-12
401,SWE,Sweden,DNK,Denmark,2016-11-12T00:00:00Z,2016-12-31T00:00:00Z,49,"In line with Recommendation of the Council of 11 November 2016, Swedish harbors in the Police Region South and West and at the Öresund bridge",migration,2016-11-12 - 2017-02-12
402,SWE,Sweden,DNK,Denmark,2017-01-01T00:00:00Z,2017-02-12T00:00:00Z,42,"In line with Recommendation of the Council of 11 November 2016, Swedish harbors in the Police Region South and West and at the Öresund bridge",migration,2016-11-12 - 2017-02-12
403,FRA,France,LUX,Luxembourg,2017-01-27T00:00:00Z,2017-07-15T00:00:00Z,169,Persistent terrorist threat - all internal borders,terrorism,2017-01-27 - 2017-07-15
404,FRA,France,CHE,Switzerland,2017-01-27T00:00:00Z,2017-07-15T00:00:00Z,169,Persistent terrorist threat - all internal borders,terrorism,2017-01-27 - 2017-07-15
405,FRA,France,ESP,Spain,2017-01-27T00:00:00Z,2017-07-15T00:00:00Z,169,Persistent terrorist threat - all internal borders,terrorism,2017-01-27 - 2017-07-15
406,FRA,France,DEU,Germany,2017-01-27T00:00:00Z,2017-07-15T00:00:00Z,169,Persistent terrorist threat - all internal borders,terrorism,2017-01-27 - 2017-07-15
407,FRA,France,ITA,Italy,2017-01-27T00:00:00Z,2017-07-15T00:00:00Z,169,Persistent terrorist threat - all internal borders,terrorism,2017-01-27 - 2017-07-15
408,AUT,Austria,HUN,Hungary,2017-02-11T00:00:00Z,2017-05-11T00:00:00Z,89,"In line with Recommendation of the Council of 7 February 2017, land border with Slovenia and with Hungary",migration,2017-02-11 - 2017-05-11
409,AUT,Austria,SVN,Slovenia,2017-02-11T00:00:00Z,2017-05-11T00:00:00Z,89,"In line with Recommendation of the Council of 7 February 2017, land border with Slovenia and with Hungary",migration,2017-02-11 - 2017-05-11
410,DEU,Germany,AUT,Austria,2017-02-11T00:00:00Z,2017-05-11T00:00:00Z,89,"In line with Recommendation of the Council of 7 February 2017, land border with Austria",migration,2017-02-11 - 2017-05-11
411,DNK,Denmark,DEU,Germany,2017-02-11T00:00:00Z,2017-05-11T00:00:00Z,89,"In line with Recommendation of the Council of 7 February 2017, Danish ports with ferry connections to Germany and at the Danish-German land border",migration,2017-02-11 - 2017-05-11
412,SWE,Sweden,DNK,Denmark,2017-02-11T00:00:00Z,2017-05-10T00:00:00Z,88,"In line with Recommendation of the Council of 7 February 2017, Swedish harbors in the Police Region South and West and at the Öresund bridge",migration,2017-02-11 - 2017-05-10
413,AUT,Austria,HUN,Hungary,2017-05-11T00:00:00Z,2017-11-11T00:00:00Z,184,"In line with Recommendation of the Council of 11 May 2017, land border with Slovenia and with Hungary",migration,2017-05-11 - 2017-11-11
414,AUT,Austria,SVN,Slovenia,2017-05-11T00:00:00Z,2017-11-11T00:00:00Z,184,"In line with Recommendation of the Council of 11 May 2017, land border with Slovenia and with Hungary",migration,2017-05-11 - 2017-11-11
415,DEU,Germany,AUT,Austria,2017-05-11T00:00:00Z,2017-11-11T00:00:00Z,184,"In line with Recommendation of the Council of 11 May 2017, land border with Austria",migration,2017-05-11 - 2017-11-11
416,DNK,Denmark,DEU,Germany,2017-05-11T00:00:00Z,2017-11-11T00:00:00Z,184,"In line with Recommendation of the Council of 11 May 2017, Danish ports with ferry connections to Germany and at the Danish-German land border",migration,2017-05-11 - 2017-11-11
417,SWE,Sweden,DNK,Denmark,2017-05-11T00:00:00Z,2017-11-11T00:00:00Z,184,"In line with Recommendation of the Council of 11 May 2017, Swedish harbors in the Police Region South and West and at the Öresund bridge",migration,2017-05-11 - 2017-11-11
418,ITA,Italy,FRA,France,2017-05-10T00:00:00Z,2017-05-30T00:00:00Z,20,G7 Summit Taormina,pol_event,2017-05-10 - 2017-05-30
419,ITA,Italy,CHE,Switzerland,2017-05-10T00:00:00Z,2017-05-30T00:00:00Z,20,G7 Summit Taormina,pol_event,2017-05-10 - 2017-05-30
420,ITA,Italy,AUT,Austria,2017-05-10T00:00:00Z,2017-05-30T00:00:00Z,20,G7 Summit Taormina,pol_event,2017-05-10 - 2017-05-30
421,ITA,Italy,SVN,Slovenia,2017-05-10T00:00:00Z,2017-05-30T00:00:00Z,20,G7 Summit Taormina,pol_event,2017-05-10 - 2017-05-30
422,FRA,France,BEL,Belgium,2017-11-01T00:00:00Z,2017-12-31T00:00:00Z,60,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
423,FRA,France,LUX,Luxembourg,2017-11-01T00:00:00Z,2017-12-31T00:00:00Z,60,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
424,FRA,France,CHE,Switzerland,2017-11-01T00:00:00Z,2017-12-31T00:00:00Z,60,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
425,FRA,France,ESP,Spain,2017-11-01T00:00:00Z,2017-12-31T00:00:00Z,60,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
426,FRA,France,DEU,Germany,2017-11-01T00:00:00Z,2017-12-31T00:00:00Z,60,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
427,FRA,France,ITA,Italy,2017-11-01T00:00:00Z,2017-12-31T00:00:00Z,60,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
428,FRA,France,BEL,Belgium,2018-01-01T00:00:00Z,2018-04-30T00:00:00Z,119,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
429,FRA,France,LUX,Luxembourg,2018-01-01T00:00:00Z,2018-04-30T00:00:00Z,119,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
430,FRA,France,CHE,Switzerland,2018-01-01T00:00:00Z,2018-04-30T00:00:00Z,119,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
431,FRA,France,ESP,Spain,2018-01-01T00:00:00Z,2018-04-30T00:00:00Z,119,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
432,FRA,France,DEU,Germany,2018-01-01T00:00:00Z,2018-04-30T00:00:00Z,119,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
433,FRA,France,ITA,Italy,2018-01-01T00:00:00Z,2018-04-30T00:00:00Z,119,Persistent terrorist threat All internal borders,terrorism,2017-11-01 - 2018-04-30
434,AUT,Austria,HUN,Hungary,2017-11-12T00:00:00Z,2017-12-31T00:00:00Z,49,Security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2017-11-12 - 2018-05-12
435,AUT,Austria,SVN,Slovenia,2017-11-12T00:00:00Z,2017-12-31T00:00:00Z,49,Security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2017-11-12 - 2018-05-12
436,AUT,Austria,HUN,Hungary,2018-01-01T00:00:00Z,2018-05-12T00:00:00Z,131,Security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2017-11-12 - 2018-05-12
437,AUT,Austria,SVN,Slovenia,2018-01-01T00:00:00Z,2018-05-12T00:00:00Z,131,Security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2017-11-12 - 2018-05-12
438,DEU,Germany,AUT,Austria,2017-11-12T00:00:00Z,2017-12-31T00:00:00Z,49,security situation in Europe and threats resulting from the continuous significant secondary movements; land border with Austria and flight connections from Greece;,crimmigration,2017-11-12 - 2018-05-12
439,DEU,Germany,AUT,Austria,2018-01-01T00:00:00Z,2018-05-12T00:00:00Z,131,security situation in Europe and threats resulting from the continuous significant secondary movements; land border with Austria and flight connections from Greece;,crimmigration,2017-11-12 - 2018-05-12
440,DNK,Denmark,DEU,Germany,2017-11-12T00:00:00Z,2017-12-31T00:00:00Z,49,security situation in Europe and threats resulting from the continuous significant secondary movements; internal border with Germany;,crimmigration,2017-11-12 - 2018-05-12
441,DNK,Denmark,DEU,Germany,2018-01-01T00:00:00Z,2018-05-12T00:00:00Z,131,security situation in Europe and threats resulting from the continuous significant secondary movements; internal border with Germany;,crimmigration,2017-11-12 - 2018-05-12
442,SWE,Sweden,DNK,Denmark,2017-11-12T00:00:00Z,2017-12-31T00:00:00Z,49,security situation in Europe and threats resulting from the continuous significant secondary movements; selected harbours in Police Regions South and West and at the Öresund Bridge;,crimmigration,2017-11-12 - 2018-05-12
443,SWE,Sweden,DNK,Denmark,2018-01-01T00:00:00Z,2018-05-12T00:00:00Z,131,security situation in Europe and threats resulting from the continuous significant secondary movements; selected harbours in Police Regions South and West and at the Öresund Bridge;,crimmigration,2017-11-12 - 2018-05-12
444,SWE,Sweden,NOR,Norway,2017-11-12T00:00:00Z,2017-11-19T00:00:00Z,7,Social Summit for Fair Jobs and Growth; Gothenburg Landvetter Airport and Svinesund (Sweden/Norway border),pol_event,2017-11-12 - 2017-11-19
445,FRA,France,BEL,Belgium,2018-04-30T00:00:00Z,2018-10-30T00:00:00Z,183,persistent terrorist threat; all internal borders,terrorism,2018-04-30 - 2018-10-30
446,FRA,France,LUX,Luxembourg,2018-04-30T00:00:00Z,2018-10-30T00:00:00Z,183,persistent terrorist threat; all internal borders,terrorism,2018-04-30 - 2018-10-30
447,FRA,France,CHE,Switzerland,2018-04-30T00:00:00Z,2018-10-30T00:00:00Z,183,persistent terrorist threat; all internal borders,terrorism,2018-04-30 - 2018-10-30
448,FRA,France,ESP,Spain,2018-04-30T00:00:00Z,2018-10-30T00:00:00Z,183,persistent terrorist threat; all internal borders,terrorism,2018-04-30 - 2018-10-30
449,FRA,France,DEU,Germany,2018-04-30T00:00:00Z,2018-10-30T00:00:00Z,183,persistent terrorist threat; all internal borders,terrorism,2018-04-30 - 2018-10-30
450,FRA,France,ITA,Italy,2018-04-30T00:00:00Z,2018-10-30T00:00:00Z,183,persistent terrorist threat; all internal borders,terrorism,2018-04-30 - 2018-10-30
451,AUT,Austria,HUN,Hungary,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2018-05-12 - 2018-11-11
452,AUT,Austria,SVN,Slovenia,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2018-05-12 - 2018-11-11
453,DEU,Germany,AUT,Austria,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,security situation in Europe and threats resulting from the continuous significant secondary movements; land border with Austria,crimmigration,2018-05-12 - 2018-11-11
454,DNK,Denmark,DEU,Germany,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on the land border with Germany and ports with connection to Germany,crimmigration,2018-05-12 - 2018-11-11
455,DNK,Denmark,SWE,Sweden,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on the land border with Germany and ports with connection to Germany,crimmigration,2018-05-12 - 2018-11-11
456,SWE,Sweden,FIN,Finland,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,continuous serious threat to public policy and internal security; all internal borders,public order and security,2018-05-12 - 2018-11-11
457,SWE,Sweden,NOR,Norway,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,continuous serious threat to public policy and internal security; all internal borders,public order and security,2018-05-12 - 2018-11-11
458,SWE,Sweden,DNK,Denmark,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,continuous serious threat to public policy and internal security; all internal borders,public order and security,2018-05-12 - 2018-11-11
459,NOR,Norway,FIN,Finland,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,"security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden",crimmigration,2018-05-12 - 2018-11-11
460,NOR,Norway,SWE,Sweden,2018-05-12T00:00:00Z,2018-11-11T00:00:00Z,183,"security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden",crimmigration,2018-05-12 - 2018-11-11
461,AUT,Austria,DEU,Germany,2018-07-09T00:00:00Z,2018-07-13T00:00:00Z,4,"informal meeting of Justice and Home Affairs Ministers in Innsbruck; border Tyrol to Germany, border North Tyrol to Italy, Innsbruck Airport (all arriving flights).",pol_event,2018-07-09 - 2018-07-13
462,AUT,Austria,ITA,Italy,2018-07-09T00:00:00Z,2018-07-13T00:00:00Z,4,"informal meeting of Justice and Home Affairs Ministers in Innsbruck; border Tyrol to Germany, border North Tyrol to Italy, Innsbruck Airport (all arriving flights).",pol_event,2018-07-09 - 2018-07-13
463,AUT,Austria,DEU,Germany,2018-09-17T00:00:00Z,2018-09-21T00:00:00Z,4,"informal meeting of the European Council in Salzburg; border Salzburg and Upper Austria to Germany, border East Tyrol and Carinthia to Italy, Salzburg Airport (all arriving flights)",pol_event,2018-09-17 - 2018-09-21
464,AUT,Austria,ITA,Italy,2018-09-17T00:00:00Z,2018-09-21T00:00:00Z,4,"informal meeting of the European Council in Salzburg; border Salzburg and Upper Austria to Germany, border East Tyrol and Carinthia to Italy, Salzburg Airport (all arriving flights)",pol_event,2018-09-17 - 2018-09-21
465,FRA,France,BEL,Belgium,2018-11-01T00:00:00Z,2018-12-31T00:00:00Z,60,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
466,FRA,France,LUX,Luxembourg,2018-11-01T00:00:00Z,2018-12-31T00:00:00Z,60,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
467,FRA,France,CHE,Switzerland,2018-11-01T00:00:00Z,2018-12-31T00:00:00Z,60,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
468,FRA,France,ESP,Spain,2018-11-01T00:00:00Z,2018-12-31T00:00:00Z,60,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
469,FRA,France,DEU,Germany,2018-11-01T00:00:00Z,2018-12-31T00:00:00Z,60,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
470,FRA,France,ITA,Italy,2018-11-01T00:00:00Z,2018-12-31T00:00:00Z,60,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
471,FRA,France,BEL,Belgium,2019-01-01T00:00:00Z,2019-04-30T00:00:00Z,119,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
472,FRA,France,LUX,Luxembourg,2019-01-01T00:00:00Z,2019-04-30T00:00:00Z,119,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
473,FRA,France,CHE,Switzerland,2019-01-01T00:00:00Z,2019-04-30T00:00:00Z,119,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
474,FRA,France,ESP,Spain,2019-01-01T00:00:00Z,2019-04-30T00:00:00Z,119,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
475,FRA,France,DEU,Germany,2019-01-01T00:00:00Z,2019-04-30T00:00:00Z,119,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
476,FRA,France,ITA,Italy,2019-01-01T00:00:00Z,2019-04-30T00:00:00Z,119,"Terrorist threats, situation at the external borders, upcoming high level political meetings",terrorism,2018-11-01 - 2019-04-30
477,DEU,Germany,AUT,Austria,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,threats resulting from the continuous significant secondary movements; land border with Austria,migration,2018-11-12 - 2019-05-11
478,DEU,Germany,AUT,Austria,2019-01-01T00:00:00Z,2019-05-11T00:00:00Z,130,threats resulting from the continuous significant secondary movements; land border with Austria,migration,2018-11-12 - 2019-05-11
479,DNK,Denmark,DEU,Germany,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,persistent and severe threat to public order and internal security; all internal borders with an initial focus on the land border with Germany and ports with connection to Germany,public order and security,2018-11-12 - 2019-05-11
480,DNK,Denmark,SWE,Sweden,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,persistent and severe threat to public order and internal security; all internal borders with an initial focus on the land border with Germany and ports with connection to Germany,public order and security,2018-11-12 - 2019-05-11
481,DNK,Denmark,DEU,Germany,2019-01-01T00:00:00Z,2019-05-11T00:00:00Z,130,persistent and severe threat to public order and internal security; all internal borders with an initial focus on the land border with Germany and ports with connection to Germany,public order and security,2018-11-12 - 2019-05-11
482,DNK,Denmark,SWE,Sweden,2019-01-01T00:00:00Z,2019-05-11T00:00:00Z,130,persistent and severe threat to public order and internal security; all internal borders with an initial focus on the land border with Germany and ports with connection to Germany,public order and security,2018-11-12 - 2019-05-11
483,SWE,Sweden,FIN,Finland,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,serious threat to public policy and internal security; all internal borders,public order and security,2018-11-12 - 2019-02-11
484,SWE,Sweden,NOR,Norway,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,serious threat to public policy and internal security; all internal borders,public order and security,2018-11-12 - 2019-02-11
485,SWE,Sweden,DNK,Denmark,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,serious threat to public policy and internal security; all internal borders,public order and security,2018-11-12 - 2019-02-11
486,SWE,Sweden,FIN,Finland,2019-01-01T00:00:00Z,2019-02-11T00:00:00Z,41,serious threat to public policy and internal security; all internal borders,public order and security,2018-11-12 - 2019-02-11
487,SWE,Sweden,NOR,Norway,2019-01-01T00:00:00Z,2019-02-11T00:00:00Z,41,serious threat to public policy and internal security; all internal borders,public order and security,2018-11-12 - 2019-02-11
488,SWE,Sweden,DNK,Denmark,2019-01-01T00:00:00Z,2019-02-11T00:00:00Z,41,serious threat to public policy and internal security; all internal borders,public order and security,2018-11-12 - 2019-02-11
489,NOR,Norway,FIN,Finland,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,"security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden",crimmigration,2018-11-12 - 2019-05-11
490,NOR,Norway,SWE,Sweden,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,"security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden",crimmigration,2018-11-12 - 2019-05-11
491,NOR,Norway,FIN,Finland,2019-01-01T00:00:00Z,2019-05-11T00:00:00Z,130,"security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden",crimmigration,2018-11-12 - 2019-05-11
492,NOR,Norway,SWE,Sweden,2019-01-01T00:00:00Z,2019-05-11T00:00:00Z,130,"security situation in Europe and threats resulting from the continuous significant secondary movements; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden",crimmigration,2018-11-12 - 2019-05-11
493,AUT,Austria,HUN,Hungary,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2018-11-12 - 2019-05-11
494,AUT,Austria,SVN,Slovenia,2018-11-12T00:00:00Z,2018-12-31T00:00:00Z,49,security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2018-11-12 - 2019-05-11
495,AUT,Austria,HUN,Hungary,2019-01-01T00:00:00Z,2019-05-11T00:00:00Z,130,security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2018-11-12 - 2019-05-11
496,AUT,Austria,SVN,Slovenia,2019-01-01T00:00:00Z,2019-05-11T00:00:00Z,130,security situation in Europe and threats resulting from the continuous significant secondary movements; land borders with Hungary and with Slovenia,crimmigration,2018-11-12 - 2019-05-11
497,POL,Poland,DEU,Germany,2018-11-22T00:00:00Z,2018-12-16T00:00:00Z,24,"climate conference COPT 24, all internal borders",pol_event,2018-11-22 - 2018-12-16
498,POL,Poland,CZE,Czechia,2018-11-22T00:00:00Z,2018-12-16T00:00:00Z,24,"climate conference COPT 24, all internal borders",pol_event,2018-11-22 - 2018-12-16
499,POL,Poland,SVK,Slovakia,2018-11-22T00:00:00Z,2018-12-16T00:00:00Z,24,"climate conference COPT 24, all internal borders",pol_event,2018-11-22 - 2018-12-16
